Gene	GSM1337304	GSM1337305	GSM1337306	GSM1337307	GSM1337308	GSM1337309	GSM1337310	GSM1337311	GSM1337312	GSM1337313	GSM1332201	GSM1332202	GSM1332203	GSM1332204	GSM1332205	GSM1332206	GSM1332207	GSM1332208	GSM1332209	GSM1332210	GSM1332211	GSM1332212	GSM1332213	GSM1332214	GSM1332215	GSM1332216	GSM1332217	GSM1332218	GSM1332219	GSM1332220	GSM1339628	GSM1339629	GSM1339630	GSM1339631	GSM1339632	GSM1339633	GSM1337327	GSM1337328	GSM1337329	GSM1337330	GSM1337331	GSM1337332	GSM1337333	GSM1337334	GSM1337335	GSM1337336
LHFPL2	738.44	2076.54	-64.46	3958.54	1539.34	1936.84	3032.94	2638.54	2659.44	3839.34	2198.735	2093.635	2071.735	2101.735	1821.435	1974.535	2000.735	2054.335	1924.535	2050.135	2453.835	2837.135	1966.235	2401.835	2561.335	2690.735	2667.435	2890.135	2498.235	2165.035	2380.025	1699.725	2403.925	1566.925	2375.825	3200.625	2969.54	2669.84	1845.34	1352.74	266.04	3480.24	118.14	4068.94	2159.14	4138.04
MRC1	1505.831667	4208.831667	2389.931667	394.8316667	3085.331667	5682.631667	946.0316667	1549.731667	1025.031667	3216.931667	3097.781667	2806.881667	2478.681667	2089.481667	1705.381667	2359.581667	1822.281667	1415.081667	2472.281667	2288.681667	1647.481667	1962.981667	1809.081667	1867.881667	1957.481667	2426.181667	1817.681667	2273.781667	2006.281667	1871.781667	1931.586667	1849.286667	2654.386667	1282.986667	2825.686667	2109.086667	785.0316667	845.8316667	2898.531667	979.1316667	2650.931667	2176.031667	1640.931667	1617.531667	1998.831667	2578.831667
PSMA7	417.6666667	1000.366667	2805.766667	2050.466667	2088.266667	4749.166667	767.4666667	906.2666667	1539.766667	2450.866667	2525.711667	2135.211667	2257.111667	2436.011667	1925.811667	1728.311667	2034.111667	1845.711667	1990.511667	2039.911667	2021.111667	2272.311667	2978.111667	2282.011667	2200.611667	2232.511667	1899.511667	2010.311667	2105.211667	1981.311667	1488.321667	1554.421667	1542.821667	1441.921667	2731.221667	4111.721667	2193.966667	2583.566667	1604.566667	3093.166667	3312.066667	2664.066667	4793.166667	1414.066667	325.3666667	2141.366667
IGLJ3	724.3355556	344.2355556	470.0355556	309.6355556	416.2355556	269.1355556	338.2355556	544.4355556	426.2355556	395.8355556	477.9205556	476.5205556	480.3205556	481.3205556	474.6205556	478.3205556	475.6205556	492.1205556	475.2205556	512.4205556	527.8205556	505.4205556	599.6205556	513.9205556	787.0205556	511.5205556	756.8205556	582.1205556	631.9205556	1260.620556	5509.143889	-313.0561111	-629.4561111	-63.35611111	-395.4561111	-657.4561111	695.9355556	335.4355556	663.3355556	2994.035556	526.8355556	333.5355556	355.6355556	439.6355556	541.8355556	376.6355556
MIF	2179.513333	1776.713333	1046.013333	3083.013333	2394.413333	1993.013333	1593.213333	1389.413333	1544.313333	3551.013333	3098.548333	2598.248333	2124.648333	3112.848333	3021.848333	1929.048333	4418.848333	2760.148333	2843.448333	2418.148333	2204.048333	2282.548333	3082.048333	2784.748333	2365.548333	2448.148333	2821.048333	2928.248333	2671.748333	2312.848333	3089.338333	2470.238333	2137.638333	3140.738333	1792.038333	3638.038333	3055.213333	4064.913333	2412.813333	4001.013333	2479.313333	5014.413333	5705.213333	2513.213333	1786.413333	2643.613333
ELN	258.5633333	128.7633333	181.4633333	115.3633333	677.2633333	1497.563333	3261.463333	1673.263333	1121.863333	442.9633333	1108.538333	1156.938333	1081.138333	1114.038333	1059.838333	1087.938333	1059.038333	1357.238333	1073.938333	1271.738333	1341.938333	1203.638333	1113.538333	1216.738333	1141.238333	1091.538333	1396.138333	1208.138333	1070.238333	1086.438333	1592.198333	1792.698333	1779.098333	2334.298333	88.69833333	-615.0016667	742.4633333	1173.063333	900.7633333	835.3633333	417.4633333	1851.963333	115.9633333	1448.463333	5351.563333	1044.363333
LMNA	3550.251111	2936.451111	711.3511111	3955.851111	1096.951111	2133.851111	3891.051111	4305.751111	4010.451111	4310.751111	1717.646111	2218.946111	2397.746111	2784.646111	3377.146111	1856.746111	2410.146111	3859.446111	2254.446111	2131.846111	3174.246111	2631.146111	2269.346111	3491.946111	2517.646111	3279.646111	2625.246111	2221.346111	2582.146111	2432.246111	2031.902778	3149.402778	2684.302778	3438.802778	2503.502778	1862.202778	1871.551111	1822.351111	1994.551111	1058.151111	1815.451111	3624.151111	707.6511111	2228.051111	2942.651111	3266.451111
SAT1	4178.987222	3163.387222	3092.887222	4413.487222	4812.987222	3225.287222	2549.387222	2472.487222	3016.287222	2606.587222	3432.002222	2818.202222	2484.502222	2216.102222	2626.102222	3320.302222	2565.402222	2248.902222	2841.202222	2195.502222	1827.802222	1780.402222	3075.602222	1632.502222	2131.402222	1723.702222	2300.002222	2504.002222	1667.402222	1973.502222	2648.510556	2105.510556	2530.210556	1694.110556	2335.810556	2895.210556	1145.887222	985.2872222	1076.487222	2001.487222	439.4872222	1111.687222	2672.587222	1416.887222	923.2872222	2059.687222
LYZ	3601.142778	3225.342778	1519.142778	4320.142778	3615.142778	718.2427778	2257.442778	2636.742778	2933.842778	1935.342778	2669.262778	1834.562778	2104.762778	2028.962778	1349.262778	2124.862778	1577.762778	1209.062778	1999.662778	1583.962778	2496.662778	2243.462778	3907.162778	1989.962778	2802.762778	3208.462778	2964.362778	2965.462778	2460.962778	1998.162778	1978.994444	1875.994444	3028.794444	1476.894444	1780.394444	3514.794444	2397.742778	1671.742778	605.5427778	2972.142778	93.24277778	2834.542778	3466.642778	1781.142778	1237.042778	1697.242778
NPIPA1	3067.437222	1468.637222	2110.537222	1795.537222	1462.137222	1248.437222	1798.037222	4574.537222	4657.937222	2912.637222	1621.637222	1848.537222	2649.037222	1988.737222	1956.737222	2175.037222	1972.237222	1844.037222	2012.237222	1875.837222	1771.737222	1662.337222	1584.437222	1831.837222	1801.937222	1978.137222	1935.137222	1816.437222	2068.937222	2074.837222	2463.225556	2329.425556	1714.125556	2212.825556	1385.425556	1435.925556	1305.837222	773.2372222	2700.537222	621.2372222	1842.037222	660.5372222	-78.66277778	749.0372222	915.1372222	3885.037222
PLA2G16	-4.534444444	564.8655556	4010.065556	157.8655556	1344.265556	1982.765556	712.1655556	586.9655556	378.4655556	740.2655556	1266.345556	1134.745556	1227.745556	1104.045556	1274.345556	1328.445556	1080.945556	1157.745556	1249.245556	1392.745556	1099.545556	1215.845556	1783.745556	1274.945556	1247.745556	1285.045556	1241.845556	1306.145556	1219.145556	1215.745556	481.9888889	1415.288889	1235.488889	1592.788889	822.7888889	1983.488889	1308.365556	787.4655556	1253.765556	1381.665556	5466.465556	487.6655556	2035.565556	552.3655556	472.5655556	887.0655556
TSC22D3	614.3944444	328.0944444	439.7944444	445.4944444	240.8944444	5480.594444	436.4944444	420.7944444	453.7944444	200.4944444	2778.164444	2022.964444	1494.064444	376.2644444	381.9644444	426.1644444	287.9644444	235.0644444	946.3644444	1422.764444	317.4644444	328.7644444	789.7644444	323.2644444	308.4644444	510.4644444	302.3644444	321.6644444	339.7644444	395.7644444	629.1411111	1084.841111	438.8411111	781.5411111	1275.741111	82.74111111	381.3944444	237.1944444	623.8944444	617.6944444	1394.694444	669.1944444	321.4944444	542.2944444	245.4944444	215.2944444
TUBB4B	2137.275556	862.0755556	1136.175556	5993.275556	4382.375556	2587.575556	2264.775556	1403.675556	1803.775556	2110.175556	2105.200556	2099.400556	2177.600556	2469.800556	2870.000556	2045.500556	3028.000556	2790.700556	2014.800556	2366.900556	2176.100556	2227.400556	2409.300556	2351.000556	2093.000556	2198.000556	2277.400556	2128.800556	2328.300556	1989.600556	2403.323889	2849.223889	2630.523889	2097.223889	2247.223889	1616.523889	1579.175556	1841.075556	2674.275556	1329.875556	1979.675556	4664.275556	1715.175556	2366.575556	2446.475556	869.0755556
NOTCH2	1812.566111	3267.566111	2277.866111	7067.866111	3297.866111	1357.566111	1289.266111	2781.566111	2766.966111	2859.566111	2239.916111	2312.016111	2272.016111	2366.816111	2481.816111	2647.616111	1917.316111	2676.116111	2196.416111	2095.216111	2508.016111	2165.116111	2269.416111	2642.916111	2448.716111	2597.516111	2842.916111	2649.716111	2510.616111	2385.816111	2515.817778	2565.317778	2453.917778	2849.817778	2366.717778	1716.217778	2692.066111	2572.366111	1725.366111	792.1661111	1331.966111	1971.166111	968.6661111	2466.066111	2158.766111	2768.766111
S100A13	560.5583333	2258.658333	2769.058333	652.2583333	546.8583333	4279.458333	2437.858333	2423.458333	2334.758333	1039.758333	1987.743333	2642.443333	2566.543333	2080.243333	2147.943333	2231.943333	2151.843333	2263.743333	2325.843333	2256.143333	2470.043333	2363.843333	1969.243333	2624.743333	2404.343333	2657.643333	2389.943333	2360.143333	2429.143333	2488.443333	1807.398333	2631.998333	2415.298333	2239.298333	1994.198333	2955.398333	1553.358333	2171.558333	2666.858333	4482.058333	4779.758333	1817.358333	4722.558333	1934.858333	1818.658333	1562.258333
RHOA	6132.416667	7037.916667	6937.016667	7086.316667	6241.816667	5238.316667	5359.316667	6207.616667	6445.916667	6060.516667	5777.521667	5792.621667	5575.521667	6211.921667	5906.221667	5178.121667	6153.421667	4968.521667	5773.821667	4832.121667	4723.921667	5758.721667	6223.821667	6129.921667	6201.621667	6054.121667	6487.321667	6245.221667	5233.921667	5760.821667	6375.961667	4927.561667	6474.761667	5529.861667	5528.861667	5659.761667	3335.716667	5080.016667	5487.716667	5829.516667	3514.116667	5252.616667	7583.416667	5477.416667	3559.416667	7122.116667
GOLM1	1059.859444	514.7594444	-204.9405556	1026.159444	158.8594444	27.15944444	3411.859444	846.7594444	1380.859444	724.7594444	1397.114444	1156.814444	1200.614444	1234.814444	1111.414444	1124.214444	1138.714444	1156.614444	1128.714444	1179.614444	1977.514444	1730.714444	1391.314444	1585.414444	1861.814444	1540.414444	1802.814444	1581.214444	1411.614444	1286.714444	1663.026111	962.6261111	788.6261111	1040.426111	1834.926111	2109.826111	3331.059444	3118.159444	1516.159444	870.0594444	-219.6405556	3682.159444	15.25944444	1797.259444	1846.359444	3095.259444
NOTCH2NL	3270.748889	3535.948889	1744.748889	3750.148889	1241.348889	-149.8511111	486.7488889	1718.148889	1910.648889	1191.348889	890.8338889	1021.133889	1362.033889	1866.333889	1232.333889	1231.433889	748.2338889	1417.733889	874.7338889	806.7338889	1825.833889	1045.333889	976.5338889	1614.733889	1248.133889	1116.333889	999.7338889	1158.033889	1076.133889	1147.333889	919.2172222	1339.317222	1146.417222	1195.217222	1150.217222	1347.517222	324.0488889	116.3488889	1475.848889	214.1488889	-20.05111111	-305.1511111	-253.3511111	25.74888889	638.5488889	2743.548889
MAFB	6161.378333	5973.578333	2069.478333	2931.278333	2619.178333	3955.678333	4047.078333	4890.278333	5482.678333	4316.178333	6022.968333	3896.568333	4536.768333	3974.568333	3994.368333	4552.368333	2786.168333	2866.168333	3909.468333	3750.068333	3485.868333	3926.968333	4340.368333	3582.368333	3947.468333	4075.368333	3847.968333	4129.768333	3657.368333	3244.068333	4155.753333	2994.453333	4302.453333	4399.253333	4011.153333	3695.053333	3517.878333	3436.078333	3768.478333	2735.378333	2800.978333	4840.478333	2942.878333	4124.978333	3472.778333	4440.378333
ATP5E	5232.934444	5273.434444	4782.334444	3902.934444	3721.034444	1925.834444	2738.234444	2075.634444	2463.934444	2458.134444	3728.564444	2998.564444	3120.764444	3054.464444	2873.164444	3221.364444	3319.564444	3121.764444	3265.064444	3311.364444	3891.264444	3396.164444	3882.264444	3766.364444	3377.564444	3470.464444	3960.464444	3883.464444	3273.664444	3308.364444	3611.501111	3452.201111	2784.401111	3480.901111	2747.701111	4390.701111	2885.334444	2938.734444	1842.334444	4559.634444	2800.834444	3046.434444	6467.134444	3678.234444	2729.234444	2702.334444
FOLR2	858.5494444	4022.149444	925.8494444	-188.5505556	388.8494444	2258.349444	2217.749444	2360.049444	3220.149444	1878.849444	1929.204444	2104.604444	1997.304444	1676.804444	2061.204444	1828.004444	1614.204444	1704.304444	1846.604444	1972.504444	2037.504444	2593.204444	2874.104444	2338.904444	2538.604444	2507.204444	2201.704444	2501.604444	2232.104444	1964.904444	1772.746111	1654.746111	1609.146111	1558.346111	2068.346111	4094.046111	1257.949444	899.4494444	3843.849444	2886.949444	2263.949444	2975.249444	4136.149444	1957.349444	1779.249444	2582.449444
NID2	2962.02	286.62	102.12	-340.68	-158.98	-42.48	2590.92	2575.72	2478.72	1661.82	1299.99	1186.69	1225.49	1230.99	1309.79	1350.49	1410.79	1365.69	1257.09	1273.19	2583.09	1932.49	1543.19	2173.29	1883.79	1438.29	1779.69	1923.89	1886.59	2006.29	1953.39	1313.69	1794.89	2033.89	1829.49	692.89	1809.32	2832.22	2858.12	1513.42	282.02	1927.22	958.02	2067.82	4116.92	1579.92
ATP5O	2075.434444	3021.934444	3592.634444	1025.134444	1833.134444	3379.334444	2658.334444	1772.034444	1475.034444	1835.834444	2923.099444	2968.999444	2925.399444	2818.899444	2747.099444	2815.499444	2822.299444	2751.499444	2925.599444	2939.499444	2930.399444	3118.999444	2411.399444	3035.599444	2954.999444	3108.599444	2966.399444	2969.599444	2987.899444	2762.199444	2355.966111	3105.966111	2281.366111	2954.966111	2742.766111	3924.166111	2321.734444	2563.134444	3147.434444	5622.134444	4496.034444	3269.534444	6116.134444	2657.134444	2331.734444	2690.134444
LDHB	4295.102222	2079.902222	6187.002222	2121.302222	3724.702222	5549.302222	3086.702222	2244.002222	2086.702222	3000.802222	3688.392222	3696.392222	3394.892222	3353.892222	3142.392222	3797.092222	3533.692222	3217.392222	3668.692222	3560.492222	3330.992222	3413.292222	2685.392222	3528.592222	3448.292222	3324.592222	3167.592222	3077.692222	3101.692222	3051.992222	3212.105556	3426.805556	3010.305556	3565.905556	3109.205556	3830.705556	2647.902222	2756.802222	3438.002222	5576.302222	4917.902222	2555.102222	3646.302222	1806.002222	2850.402222	2613.202222
COX5B	1565.424444	1952.324444	3271.224444	837.6244444	1541.424444	1779.324444	1877.124444	1496.724444	1302.024444	1866.324444	2520.229444	2417.729444	2353.229444	2424.029444	2118.729444	1987.329444	2234.429444	2050.129444	2322.829444	2180.229444	2173.729444	2376.629444	3251.129444	2624.029444	2422.729444	2500.029444	2406.729444	2380.929444	2541.029444	2305.729444	1729.046111	2486.446111	2470.946111	2318.846111	2354.146111	2918.046111	1938.024444	2778.924444	2854.924444	3746.524444	3229.824444	2932.024444	6861.024444	2310.224444	1651.924444	1798.624444
TRMT5	2947.126111	3670.726111	3436.626111	1234.226111	1808.626111	1918.126111	3141.226111	3004.926111	2785.326111	2573.726111	3594.971111	3555.971111	3709.671111	3388.971111	2833.271111	3565.371111	3114.271111	3138.771111	3074.771111	2942.171111	3421.771111	3750.071111	4279.571111	3633.671111	3906.571111	3583.371111	3626.971111	3549.871111	3783.371111	3576.271111	3007.602778	3472.402778	3622.802778	3723.702778	3166.802778	4015.602778	3254.826111	3799.226111	5504.526111	5769.226111	4393.326111	3887.426111	6142.826111	4145.126111	3917.126111	2695.426111
RBMS1	2817.461111	3048.161111	1074.161111	4326.861111	4341.461111	2258.561111	3216.661111	3919.261111	3608.661111	4424.061111	3216.801111	3264.901111	3195.101111	3232.501111	3266.501111	3390.001111	3542.901111	3660.001111	3135.101111	3233.101111	2912.401111	3128.201111	2702.801111	3025.001111	3107.801111	2936.601111	3222.701111	3176.101111	3114.801111	2984.101111	2981.337778	3285.437778	3189.137778	2528.737778	3667.037778	3382.537778	3070.561111	4590.061111	5918.461111	1608.761111	2358.461111	3119.061111	302.4611111	2419.861111	3358.961111	3665.461111
COL15A1	6103.024444	1109.624444	2589.824444	1950.824444	2078.424444	875.1244444	3216.624444	2254.524444	1515.924444	2249.224444	1588.169444	1466.569444	1633.069444	2099.969444	3557.569444	2042.569444	3205.769444	2486.469444	1848.069444	2055.169444	2378.569444	1931.269444	2051.669444	2685.269444	1720.169444	2019.769444	2026.169444	1784.769444	2111.969444	1906.769444	2750.006111	2296.106111	2038.606111	2327.906111	2073.406111	1293.906111	1533.624444	1187.724444	2588.624444	1315.624444	2222.024444	2365.424444	1185.124444	2489.124444	3268.224444	501.1244444
ABLIM1	1617.51	3547.91	3633.81	418.11	1807.21	3713.61	2082.31	2470.71	1736.51	1425.81	1902.335	3005.535	2191.735	2253.235	1994.835	2382.535	1834.935	2072.935	2674.335	1776.335	1564.135	1441.635	1539.835	1763.535	1491.835	2004.735	1561.235	1501.035	1606.435	1603.935	904.255	2959.555	1787.355	1986.955	2277.855	1534.155	1573.61	370.91	2690.61	959.21	4673.21	1099.31	516.11	865.91	1883.31	1081.41
PNP	478.94	336.44	68.54	6158.84	1384.34	317.54	274.74	435.24	593.04	849.14	721.73	787.03	617.33	848.43	1061.83	789.83	1191.73	1563.53	632.23	701.73	643.63	732.93	554.93	696.43	670.43	757.83	710.13	706.63	663.23	695.03	760.03	741.33	779.13	594.03	759.43	1090.03	817.24	500.74	365.54	331.74	138.24	932.14	245.64	856.44	353.94	308.14
CFH	686.9494444	3970.049444	3386.149444	509.5494444	1030.049444	4087.949444	1545.449444	3186.249444	2490.649444	884.2494444	2211.594444	2649.094444	3121.994444	2235.894444	2082.494444	2008.794444	1884.694444	2228.594444	2085.694444	2195.994444	1979.994444	2352.894444	1957.094444	2443.794444	2996.194444	2725.394444	2049.194444	1926.794444	2629.894444	2076.694444	1823.356111	2154.556111	1824.756111	2386.156111	2726.956111	2837.056111	2300.349444	1057.349444	2675.349444	1987.149444	4872.049444	1903.549444	3628.949444	2625.049444	1925.049444	1090.649444
PCOLCE2	-44.82611111	3639.473889	3520.273889	1602.773889	4131.073889	1988.273889	299.2738889	1599.773889	1660.573889	1039.673889	2152.783889	2356.883889	2592.983889	1841.483889	1804.483889	2366.883889	1476.183889	1751.383889	2227.083889	2451.183889	1293.383889	1937.083889	1998.583889	1820.283889	2180.683889	2838.583889	1908.883889	2174.783889	2049.083889	2071.483889	1179.342222	2468.542222	2163.442222	1375.642222	2633.642222	2567.642222	2859.873889	1742.373889	2097.573889	1475.373889	4059.873889	1766.073889	3814.573889	2065.673889	829.0738889	1147.373889
ITGB1	6281.842778	3768.142778	6478.642778	6031.742778	6285.342778	3584.342778	4893.142778	3581.342778	3907.342778	3636.642778	4098.527778	3680.927778	3274.027778	3796.727778	4091.127778	4022.527778	4451.027778	3646.427778	3750.027778	3857.827778	4249.427778	4318.727778	4026.427778	4242.027778	4340.227778	3727.427778	4281.727778	4053.627778	4138.627778	4426.827778	3765.729444	4570.029444	4566.729444	4440.029444	3519.129444	3280.629444	3275.842778	3225.442778	3017.242778	2677.142778	2922.542778	3404.342778	3083.542778	3201.542778	3513.542778	3704.542778
MXRA8	2591.967222	2514.567222	1507.367222	426.4672222	497.4672222	3008.167222	3762.267222	3366.667222	3142.167222	2561.367222	2234.052222	2381.252222	2752.652222	2290.652222	2974.652222	2562.252222	2503.352222	3130.352222	2914.652222	2901.352222	3054.952222	2780.552222	2715.952222	3119.052222	3059.952222	3062.852222	3410.352222	3554.952222	3278.352222	3486.752222	1716.780556	3368.880556	2761.780556	3431.280556	4219.080556	1952.880556	3547.467222	3176.067222	4074.467222	3674.367222	4254.967222	2326.067222	2311.967222	4108.467222	4748.967222	2567.667222
PPA1	1200.648333	1952.348333	2514.948333	4120.348333	4805.648333	4142.748333	2098.348333	927.7483333	967.7483333	3733.348333	2560.868333	2644.768333	2370.168333	2889.468333	2526.968333	2658.368333	3512.868333	2542.768333	2455.268333	2895.368333	2486.968333	3040.968333	2489.368333	2209.368333	2246.568333	2432.468333	2411.568333	2224.068333	2558.768333	2434.668333	2259.883333	2538.983333	2605.983333	2207.383333	3319.783333	2545.483333	1814.148333	2808.248333	3774.648333	3358.648333	2473.648333	3672.648333	3531.948333	1400.248333	1414.948333	878.6483333
ESD	1819.376667	2510.676667	2915.276667	317.8766667	1384.776667	4037.076667	3156.876667	3164.176667	3087.776667	2707.676667	2429.011667	3548.811667	3589.311667	3095.211667	3142.911667	3256.711667	3093.611667	2976.811667	3310.411667	3197.011667	3252.511667	3195.411667	2611.311667	3429.411667	3214.511667	3636.311667	2952.911667	3057.111667	3259.411667	3420.511667	2176.411667	3798.211667	3005.511667	3176.411667	3712.211667	3232.011667	3193.376667	3898.376667	3643.876667	4794.976667	5716.676667	2782.176667	4972.376667	3495.276667	3448.976667	2621.576667
PFN1	4000.618333	3264.618333	2141.418333	5219.218333	3445.718333	2358.318333	4752.418333	3243.118333	3275.718333	3762.618333	3520.633333	3487.133333	3482.033333	3629.233333	3876.133333	3229.933333	4823.233333	3902.833333	4181.433333	3688.733333	3528.733333	3635.633333	3979.533333	3756.633333	3804.533333	3937.333333	5003.233333	5354.033333	4125.133333	3698.833333	2415.848333	4433.948333	6040.248333	3277.148333	4064.048333	3362.248333	3197.618333	4579.318333	3204.218333	3616.718333	4325.618333	4645.718333	5553.918333	5862.518333	3932.318333	4263.218333
MORF4L1	4850.772222	4780.172222	4957.172222	4933.972222	4150.472222	3529.972222	3012.572222	3065.072222	2941.172222	2558.072222	4710.532222	3338.532222	4433.732222	4803.232222	3120.832222	5267.232222	3631.332222	3895.532222	3624.932222	3255.932222	4086.432222	3944.232222	4072.132222	5179.732222	4427.832222	4360.932222	3383.832222	4365.132222	3365.032222	3688.132222	3002.895556	3849.195556	4065.995556	4945.395556	3804.895556	4618.195556	3959.072222	5128.972222	3336.872222	4372.172222	3443.672222	3710.472222	7105.272222	3613.772222	4517.672222	2987.872222
COL5A1	2927.292222	845.5922222	419.1922222	853.2922222	1359.192222	357.2922222	2792.992222	1912.392222	1728.792222	825.9922222	1230.487222	1154.987222	1125.287222	1266.587222	1192.487222	1192.587222	1184.387222	1566.687222	1176.987222	1200.387222	2410.087222	1572.987222	1363.487222	1669.287222	1547.387222	1480.587222	1450.387222	1497.887222	1464.787222	1398.987222	1432.820556	1223.720556	757.7205556	4318.220556	1239.220556	-527.6794444	1050.592222	1356.192222	1085.392222	937.7922222	691.3922222	1906.592222	528.3922222	1270.992222	4168.692222	1128.692222
COX7A2	2953.127222	2780.527222	3936.227222	3804.427222	2971.027222	1282.227222	1414.627222	958.2272222	861.7272222	1827.027222	3233.242222	2694.942222	2447.742222	2769.342222	2520.542222	2797.442222	2614.442222	2381.542222	2397.942222	2570.342222	2505.542222	2389.642222	2747.842222	2577.642222	2266.642222	2943.442222	2443.942222	2566.742222	2226.842222	2333.142222	2237.830556	2629.330556	2627.530556	2405.230556	2455.630556	3073.130556	2717.227222	1639.427222	1982.127222	3976.527222	3859.827222	2532.227222	5849.827222	2655.327222	1940.427222	1486.827222
PDGFRA	4696.905	3693.505	3664.405	366.005	2639.105	2364.105	3954.505	3250.605	3335.605	3784.805	3525.935	2856.635	3346.235	2825.035	3495.835	4426.035	3214.435	2908.735	3635.535	2300.235	3279.935	3574.935	4036.835	3710.335	4586.835	3595.735	3375.235	3543.435	3507.035	3374.235	4001.46	3862.46	4083.86	2125.16	3681.36	2981.46	3991.805	4128.005	5443.505	2595.205	2670.105	3557.405	2163.805	4566.005	3970.705	4283.105
SRP14	5270.681111	6147.181111	7058.481111	4435.081111	4517.181111	5005.481111	5678.881111	3295.481111	3088.781111	4699.581111	6339.616111	4521.616111	4731.616111	4468.716111	3918.316111	4931.316111	4656.516111	4073.416111	4436.016111	3991.316111	4442.316111	4726.716111	6034.516111	4685.216111	4702.616111	4821.216111	4192.916111	4164.916111	4193.316111	4126.516111	4904.702778	5374.502778	4545.302778	4265.202778	4218.702778	4339.202778	3669.081111	3722.081111	4294.681111	5784.281111	4589.181111	3397.281111	6146.081111	3862.581111	3813.281111	3683.381111
PFKFB3	1557.579444	263.3794444	4089.379444	2076.479444	3532.479444	229.4794444	-86.72055556	187.3794444	100.4794444	1447.879444	631.2744444	545.6744444	586.5744444	712.3744444	1041.674444	799.3744444	1263.274444	1505.174444	768.1744444	561.4744444	539.3744444	505.1744444	746.9744444	467.4744444	518.5744444	550.3744444	551.0744444	555.1744444	523.9744444	461.3744444	436.4461111	627.1461111	772.1461111	1042.246111	571.3461111	701.0461111	-159.2205556	-4.720555556	-136.0205556	34.67944444	986.3794444	-139.6205556	-135.0205556	16.27944444	-81.92055556	55.97944444
FCGRT	1348.931667	4676.131667	1882.331667	1268.531667	839.1316667	1843.331667	2831.331667	3409.031667	2042.431667	2693.531667	2702.216667	2695.016667	2523.816667	2467.616667	2574.116667	2563.516667	2498.616667	2472.216667	2926.516667	2625.816667	2860.316667	3034.416667	3734.016667	2784.716667	3208.016667	3386.116667	2979.616667	3574.516667	3134.916667	2970.916667	3173.851667	3274.651667	2985.251667	1855.451667	2747.351667	3278.551667	2051.931667	2715.431667	4524.831667	4268.431667	2982.831667	3666.431667	4531.431667	3688.231667	2163.531667	4289.231667
ASS1	-250.7694444	1176.530556	4327.330556	733.4305556	796.8305556	4451.630556	1143.230556	897.5305556	791.6305556	1981.130556	1602.605556	1740.505556	2163.405556	2485.205556	2533.405556	2411.805556	2514.405556	2316.105556	2501.905556	1923.005556	1668.005556	1562.005556	1866.705556	1489.205556	1580.905556	1479.805556	1979.705556	1634.005556	1777.205556	1599.705556	1534.763889	2341.063889	1936.063889	1884.663889	1603.863889	2348.463889	1727.630556	2495.630556	2732.730556	2458.030556	2776.230556	3468.730556	2246.830556	1647.930556	1547.830556	1679.530556
MS4A4A	1323.530556	4255.030556	1811.130556	596.6305556	2590.130556	2122.230556	928.1305556	1127.230556	724.8305556	2668.530556	3982.205556	2645.905556	1763.905556	1852.605556	1644.805556	1875.805556	1814.405556	1492.505556	2378.205556	2316.205556	1660.605556	2020.405556	1761.705556	1630.405556	2219.505556	2019.005556	1972.705556	2688.805556	1961.605556	1822.305556	2863.063889	1171.263889	1802.663889	979.1638889	2556.563889	3084.363889	1376.730556	1139.530556	1814.330556	3323.930556	1800.830556	2689.230556	4391.530556	2750.530556	2133.430556	1956.130556
CDIPT	583.0911111	1375.891111	1177.391111	366.7911111	760.9911111	1081.191111	3207.691111	2273.191111	1857.791111	748.3911111	2315.331111	1776.431111	1609.431111	1585.231111	1449.331111	1895.631111	1429.631111	1562.631111	1774.831111	2479.931111	1564.131111	1394.031111	2555.131111	1672.031111	1589.931111	1556.931111	1499.031111	1510.031111	2129.631111	2779.931111	1769.177778	1611.377778	1562.077778	2230.877778	1648.277778	2016.977778	1232.391111	3892.691111	3089.491111	4389.691111	2911.691111	2859.891111	1726.491111	460.7911111	651.9911111	1481.691111
PDLIM1	5077.561667	2457.661667	3312.061667	2375.061667	2978.661667	1090.161667	2131.961667	1028.261667	1290.261667	1046.661667	1619.511667	1703.211667	1561.011667	1962.311667	2640.411667	2794.111667	4433.211667	3147.311667	2091.011667	1784.811667	1579.911667	1270.111667	1604.611667	1813.711667	1403.511667	1737.111667	1654.111667	2096.311667	1765.311667	2084.911667	1744.826667	2436.326667	1813.826667	1466.126667	2497.926667	2264.926667	1242.861667	460.1616667	1722.461667	2247.561667	2263.861667	2443.161667	2582.461667	1237.561667	2182.161667	1575.961667
FAM46A	905.6888889	2055.788889	2095.588889	3218.488889	2581.988889	3501.188889	2267.388889	3360.388889	3601.788889	1205.288889	2312.643889	3152.843889	4485.243889	2544.843889	2230.943889	3103.143889	2712.543889	3079.743889	2589.943889	2724.343889	3033.243889	3460.643889	2647.543889	2669.743889	2623.143889	2143.043889	2359.543889	2397.843889	2278.143889	2265.543889	3247.167222	2558.767222	2642.167222	2714.467222	2645.667222	2636.167222	4046.288889	5117.388889	2828.988889	1467.088889	1957.288889	4235.388889	1065.288889	3438.088889	2135.188889	3730.088889
