Gene	GSM1337304	GSM1337305	GSM1337306	GSM1337307	GSM1337308	GSM1337309	GSM1337310	GSM1337311	GSM1337312	GSM1337313	GSM1332201	GSM1332202	GSM1332203	GSM1332204	GSM1332205	GSM1332206	GSM1332207	GSM1332208	GSM1332209	GSM1332210	GSM1332211	GSM1332212	GSM1332213	GSM1332214	GSM1332215	GSM1332216	GSM1332217	GSM1332218	GSM1332219	GSM1332220	GSM1339628	GSM1339629	GSM1339630	GSM1339631	GSM1339632	GSM1339633	GSM1337327	GSM1337328	GSM1337329	GSM1337330	GSM1337331	GSM1337332	GSM1337333	GSM1337334	GSM1337335	GSM1337336
ITGB2	822.9455556	1135.145556	-33.05444444	1173.845556	17.14555556	245.0455556	1702.745556	1357.045556	1127.645556	2286.945556	1376.805556	1559.605556	1439.105556	1273.405556	1358.405556	1246.905556	1251.405556	1255.305556	1509.205556	1487.005556	1420.205556	2312.405556	2087.205556	1513.105556	1755.205556	1728.005556	1657.305556	2134.105556	1556.005556	1567.605556	1847.448889	1051.948889	1787.348889	1662.748889	1191.448889	1905.548889	1514.845556	5461.545556	1839.845556	1491.045556	535.3455556	1732.645556	2006.345556	2414.245556	1374.645556	3282.345556
PCBP2	7628.900556	5224.800556	7097.600556	4471.500556	5660.300556	4692.400556	5180.300556	6268.000556	4735.600556	4337.100556	4896.665556	5643.165556	5414.865556	4938.565556	5888.665556	4633.965556	5304.165556	4487.865556	5980.065556	5271.865556	4805.465556	4611.265556	4958.365556	5217.765556	4762.865556	5154.765556	5332.465556	4647.565556	5061.665556	5291.965556	5009.233889	6244.933889	4606.433889	4675.533889	5490.133889	4664.933889	3112.000556	3646.800556	5256.300556	7023.700556	5451.700556	4167.600556	4025.600556	4758.700556	4866.500556	4698.600556
MYL9	1711.996111	1563.896111	2053.896111	313.6961111	1172.496111	1595.296111	4680.296111	2031.596111	1594.896111	1532.096111	1404.516111	1757.616111	1874.116111	1763.016111	1863.316111	1677.816111	2078.916111	3141.416111	2590.316111	2267.616111	1770.316111	1633.116111	1663.116111	2135.516111	1558.316111	1787.116111	1840.716111	1798.116111	1769.516111	1942.916111	1565.287778	2649.787778	1405.587778	2202.887778	2781.187778	890.4877778	1382.696111	901.7961111	2138.196111	2308.096111	4645.696111	816.8961111	2066.896111	1211.996111	3506.796111	1088.196111
BMS1P20	811.4555556	409.0555556	491.0555556	572.0555556	566.7555556	260.8555556	300.2555556	442.6555556	348.8555556	298.5555556	484.2055556	482.1055556	523.2055556	482.8055556	472.8055556	508.5055556	512.7055556	518.2055556	489.8055556	531.1055556	495.0055556	502.7055556	544.1055556	518.0055556	718.6055556	481.9055556	650.0055556	588.1055556	615.7055556	821.5055556	5344.038889	-287.8611111	-471.4611111	-348.3611111	-385.5611111	-568.4611111	459.7555556	413.8555556	685.8555556	2146.355556	599.4555556	284.9555556	434.2555556	475.3555556	532.0555556	407.6555556
COL18A1	4760.547778	484.3477778	216.8477778	351.7477778	233.2477778	371.5477778	3947.947778	1214.647778	1020.047778	1158.247778	916.9077778	1063.307778	1005.407778	1033.907778	1205.907778	1010.707778	1267.907778	1448.207778	1148.707778	1181.507778	1176.107778	1104.207778	1062.907778	1073.907778	978.4077778	1004.407778	1280.407778	1068.607778	1156.507778	1145.607778	852.6444444	1490.944444	1323.044444	1537.344444	1541.444444	-45.35555556	762.6477778	589.7477778	1132.547778	1006.547778	573.5477778	576.8477778	80.04777778	672.9477778	2430.347778	749.1477778
MYL2	46.51111111	64.21111111	21.41111111	51.61111111	49.21111111	15.71111111	55.21111111	52.71111111	18.01111111	19.01111111	296.0811111	301.7811111	300.0811111	317.8811111	275.5811111	309.2811111	292.5811111	328.3811111	290.2811111	312.6811111	322.0811111	273.0811111	281.5811111	292.1811111	297.1811111	272.2811111	289.3811111	272.5811111	272.6811111	298.1811111	-155.8922222	-126.7922222	-230.1922222	-180.6922222	2645.107778	-182.7922222	5084.211111	29.91111111	15.61111111	76.71111111	76.41111111	54.21111111	63.81111111	29.51111111	47.41111111	24.41111111
TMEM176A	711.3938889	865.3938889	1539.593889	333.3938889	1352.993889	743.3938889	3853.193889	2046.693889	1814.393889	1237.693889	2183.038889	1870.638889	1938.438889	2080.338889	2187.038889	2118.538889	2262.138889	2366.538889	1983.638889	2397.838889	2152.038889	2077.638889	1841.938889	2080.538889	2081.638889	2262.438889	2231.138889	2423.738889	2404.438889	2884.938889	2942.467222	2192.067222	2510.567222	1375.067222	2079.167222	2049.267222	1430.893889	2521.293889	5079.193889	3495.693889	2797.993889	2332.793889	2594.693889	2494.793889	3534.093889	3049.093889
DPYSL2	4339.194444	6514.894444	4979.594444	1385.494444	3558.294444	2696.994444	3607.094444	4401.694444	4526.494444	2797.094444	4240.889444	3904.089444	3747.889444	4050.889444	3822.389444	4123.289444	3858.089444	3409.589444	3820.289444	2993.489444	4105.689444	3694.289444	3368.889444	4547.589444	4097.989444	4411.889444	4354.989444	4072.489444	3607.889444	3523.389444	2897.516111	3974.416111	4762.416111	3242.516111	4228.816111	4221.116111	2954.994444	4318.194444	4918.294444	2294.094444	3692.194444	4064.294444	3014.894444	4920.794444	3911.694444	4859.694444
ITGBL1	-242.1516667	1069.148333	244.7483333	2018.648333	373.1483333	1446.648333	1561.248333	3007.748333	3976.948333	697.8483333	1404.463333	1316.663333	1345.263333	1196.263333	1294.563333	1684.663333	1162.163333	1434.163333	1290.063333	1286.863333	1801.363333	2652.463333	1700.763333	1639.963333	2699.163333	1487.863333	1918.163333	2252.063333	2156.663333	2569.163333	1955.488333	2267.588333	2309.788333	1200.388333	505.5883333	2048.988333	1657.148333	3021.348333	3538.948333	2128.448333	652.2483333	1845.448333	1802.348333	2480.248333	1240.948333	1771.648333
ATP5L	3098.765	3815.665	4958.065	1311.965	2625.565	3350.765	3743.965	2256.565	2044.065	2506.565	3773.285	3353.585	3076.285	3090.485	3054.785	2795.185	3240.885	2952.385	3101.685	3198.085	3057.785	3538.285	3181.085	3306.185	3320.485	3413.985	3435.085	3380.185	3379.685	3230.585	3228.45	3113.35	2933.55	2947.95	2801.75	4438.95	1740.365	3153.765	3692.065	5098.265	3232.965	3760.565	6403.665	2893.765	2310.065	2882.565
CNBP	1848.355556	5459.855556	4049.055556	5560.455556	3192.555556	5338.455556	2492.855556	4012.655556	3671.855556	2217.255556	3915.110556	3809.310556	3680.310556	3423.210556	3229.910556	4101.810556	3155.410556	3201.610556	3401.310556	2898.210556	3030.210556	3024.710556	4090.210556	3338.910556	3336.610556	3536.310556	3110.810556	2839.810556	2912.110556	2787.110556	3224.533889	2950.033889	3285.233889	3427.033889	3386.433889	3773.633889	2373.755556	2688.455556	2936.655556	3731.355556	3196.755556	1886.355556	4722.855556	2488.355556	1962.255556	2992.855556
GHR	186.9672222	263.6672222	5526.667222	73.76722222	1430.167222	787.1672222	144.4672222	375.9672222	183.9672222	400.1672222	938.7572222	986.0572222	920.3572222	813.5572222	848.7572222	964.2572222	744.6572222	793.0572222	965.0572222	885.6572222	790.9572222	795.9572222	1154.957222	910.8572222	815.5572222	864.6572222	770.6572222	760.0572222	841.9572222	807.0572222	158.7755556	1440.075556	709.1755556	1129.075556	699.5755556	1075.175556	662.6672222	490.6672222	766.6672222	679.1672222	2683.467222	177.0672222	753.8672222	776.7672222	547.0672222	462.4672222
MTHFD2	677.4494444	527.9494444	866.0494444	3442.749444	3126.749444	3887.649444	371.9494444	151.8494444	147.4494444	583.5494444	1971.814444	1735.114444	1082.914444	1035.514444	801.7144444	862.5144444	1443.214444	769.8144444	983.1144444	933.0144444	462.8144444	518.0144444	579.3144444	477.3144444	450.8144444	469.3144444	561.3144444	499.8144444	445.1144444	402.8144444	844.9361111	592.0361111	734.5361111	1055.336111	693.8361111	1024.936111	31.94944444	380.9494444	56.64944444	560.8494444	269.3494444	600.7494444	306.8494444	314.7494444	3.249444444	176.6494444
TRAM1	2661.136111	3051.036111	2578.536111	1580.236111	2510.636111	4624.036111	4739.536111	2547.636111	2792.636111	2163.136111	4108.251111	3681.851111	3520.651111	3565.251111	3421.151111	3455.851111	3107.851111	3055.751111	3438.351111	3210.251111	3645.651111	3526.851111	4291.351111	3767.351111	3533.751111	3776.051111	3579.451111	3601.451111	3440.351111	3232.451111	3353.312778	3804.912778	3093.712778	2970.212778	4236.712778	3829.112778	3703.036111	4361.736111	2469.436111	4753.336111	6084.336111	4036.936111	2990.836111	5136.036111	4749.536111	3426.136111
ARID5B	3300.074444	2148.474444	3413.274444	904.0744444	2728.274444	4465.774444	2649.074444	2029.874444	1632.874444	4741.474444	2013.919444	3170.519444	3519.119444	2594.019444	2523.519444	2736.819444	2699.319444	3024.519444	2600.219444	2599.819444	1634.419444	1805.119444	1366.519444	1857.519444	1843.819444	1608.919444	1978.119444	1769.119444	1697.219444	1667.219444	2180.406111	2597.906111	2066.606111	2374.806111	2569.806111	1623.406111	1614.974444	1607.374444	2578.474444	1793.874444	1525.774444	1717.674444	364.4744444	1916.274444	2049.774444	1527.874444
TSPO	459.1216667	2045.721667	738.5216667	1586.721667	833.1216667	1819.021667	3064.621667	3038.121667	3543.721667	2943.921667	2455.156667	2501.056667	2420.556667	2452.156667	2514.456667	2118.456667	2537.556667	2353.656667	2546.256667	2669.656667	2409.056667	2929.456667	2887.456667	2789.956667	2731.656667	2972.456667	2958.056667	3041.856667	2839.656667	2563.856667	2472.821667	2579.621667	2689.721667	2202.321667	2483.421667	3379.821667	2298.121667	3483.121667	2456.221667	3244.521667	2494.421667	3853.121667	5270.621667	3792.421667	1908.021667	3819.221667
FLNA	2262.293889	3116.993889	740.4938889	2023.993889	1634.693889	1357.893889	5875.393889	3559.893889	3004.493889	3059.893889	1724.073889	2143.273889	2222.273889	2284.973889	2241.173889	1815.473889	2251.273889	2820.973889	2496.773889	2555.573889	2421.973889	2254.173889	2112.973889	2395.573889	1997.773889	2219.073889	2833.173889	2322.273889	2492.073889	2469.073889	2423.732222	2685.132222	2292.832222	2587.432222	2328.532222	1504.532222	1813.493889	1342.593889	3247.493889	1031.993889	1477.493889	2768.393889	690.6938889	1984.593889	2599.393889	2481.793889
SDCBP	6792.451667	6699.751667	5547.951667	6259.351667	5447.451667	4325.851667	5453.251667	3757.551667	3380.951667	5026.051667	4336.551667	4715.751667	4160.751667	4637.551667	4573.151667	4642.751667	5466.851667	4210.751667	4554.051667	4170.551667	4178.051667	4890.751667	3985.551667	4406.451667	4923.651667	4561.451667	4861.351667	5245.851667	4216.151667	4143.951667	4962.396667	3989.096667	4240.896667	4597.796667	4612.096667	4862.296667	3235.151667	3041.051667	3367.151667	4208.651667	3368.151667	3783.251667	4389.451667	4199.551667	3679.951667	4918.951667
CPA3	2665.181667	211.7816667	566.5816667	127.9816667	901.4816667	1787.581667	92.88166667	2234.881667	1063.881667	587.5816667	1246.841667	1353.941667	1251.441667	1298.341667	1145.941667	1351.341667	1244.941667	1326.841667	1299.841667	1324.241667	1456.241667	2133.541667	1263.941667	1297.441667	2450.941667	2071.241667	1676.941667	1454.641667	2172.741667	1499.141667	2164.176667	1177.476667	755.0766667	1705.276667	1270.976667	2023.176667	1462.081667	694.9816667	2633.281667	3775.581667	2132.881667	449.2816667	2107.481667	3480.681667	2819.081667	525.3816667
ADD3	2851.022222	3591.122222	4816.422222	343.4222222	1522.522222	3091.122222	2490.722222	2563.922222	2284.522222	2875.122222	2793.127222	2649.427222	3241.327222	2703.827222	2558.727222	3708.127222	2251.527222	2596.527222	2868.627222	2668.027222	3343.827222	2963.727222	3158.927222	3422.327222	3346.827222	3351.727222	2898.127222	3124.427222	3287.627222	3140.527222	2435.450556	3917.250556	2884.850556	2633.450556	3385.350556	2766.850556	4352.422222	3621.522222	3460.022222	3133.922222	5126.022222	1572.422222	3155.422222	3356.022222	4025.622222	1844.022222
CFI	1566.704444	2234.504444	389.3044444	1558.304444	486.4044444	1306.604444	2798.204444	2889.404444	3245.804444	1424.104444	2267.654444	2058.354444	1983.454444	2130.154444	1844.854444	2084.654444	1803.554444	1842.254444	1799.054444	1927.254444	2748.754444	3120.054444	1945.854444	2753.054444	3224.554444	2266.354444	2932.554444	3232.654444	3064.954444	2854.454444	2669.641111	2366.441111	3300.941111	1082.341111	2657.841111	2288.141111	3196.604444	3917.704444	3909.704444	2872.104444	1307.604444	2414.404444	3038.304444	3536.104444	3190.304444	2602.304444
THY1	2898.271667	521.2716667	195.2716667	219.5716667	473.2716667	173.9716667	4354.971667	1587.871667	1232.971667	1408.971667	1109.246667	1081.146667	1050.046667	1071.946667	1103.646667	1089.746667	1215.246667	1263.846667	1099.946667	1161.046667	1686.946667	1477.846667	1279.046667	1932.046667	1353.846667	1432.846667	1373.346667	1294.746667	1352.646667	1379.446667	2034.881667	1406.081667	816.4816667	2117.181667	1616.881667	-248.9183333	848.3716667	322.8716667	1355.471667	1290.671667	443.5716667	1703.771667	1032.971667	1011.371667	3593.371667	1139.771667
LUM	5268.477222	6114.577222	4877.677222	3991.777222	5143.077222	2723.977222	3678.377222	3101.877222	3062.277222	3752.677222	3885.652222	3679.352222	3293.752222	3285.752222	2530.952222	3894.252222	3112.852222	3028.852222	3368.052222	2828.352222	3948.552222	2999.252222	4131.952222	3629.952222	3912.652222	4154.652222	5213.752222	3511.852222	3073.452222	3303.852222	3603.670556	3692.770556	3800.270556	3534.370556	3237.070556	3368.170556	2948.377222	1807.077222	2713.877222	3561.777222	2269.377222	3097.177222	3600.777222	3113.377222	2637.777222	3323.377222
GNAI2	1449.679444	1075.179444	299.2794444	796.1794444	479.5794444	2853.779444	4226.679444	3402.279444	3456.779444	2755.379444	1627.474444	1702.974444	1734.574444	1713.474444	1765.674444	1674.674444	1763.774444	1920.574444	1889.374444	1739.974444	1838.074444	2059.974444	1799.674444	1833.974444	1749.074444	1870.274444	2214.874444	1997.274444	1997.474444	1751.374444	2048.846111	2087.246111	2259.346111	2126.246111	1250.446111	1221.246111	705.2794444	1322.679444	2530.579444	1433.579444	771.0794444	2375.779444	724.0794444	977.0794444	1402.079444	3607.579444
CKM	-63.17833333	-67.97833333	-59.37833333	-56.67833333	-60.77833333	-71.67833333	-68.77833333	-67.27833333	-62.37833333	-65.57833333	196.0766667	197.5766667	205.0766667	202.0766667	197.0766667	197.4766667	195.8766667	197.9766667	196.2766667	203.2766667	196.6766667	197.6766667	195.9766667	195.2766667	197.7766667	196.9766667	196.4766667	200.7766667	197.0766667	199.5766667	-101.3983333	-98.79833333	-101.6983333	-105.1983333	1696.801667	-100.7983333	5201.021667	-68.77833333	-63.97833333	-71.77833333	-64.77833333	-72.97833333	-63.37833333	-61.07833333	-70.17833333	-57.37833333
ADAMTS5	707.3338889	2185.533889	3012.333889	799.2338889	790.6338889	3560.133889	252.8338889	816.3338889	1106.933889	1270.033889	1206.743889	2998.943889	2289.943889	1053.643889	1844.643889	3185.043889	674.9438889	932.3438889	2306.543889	1200.643889	581.4438889	562.7438889	711.6438889	732.8438889	680.5438889	611.6438889	880.6438889	768.7438889	750.2438889	867.8438889	883.4222222	1010.422222	1462.422222	1378.322222	870.4222222	1847.522222	2008.533889	1942.833889	690.1338889	320.9338889	510.8338889	1730.433889	630.9338889	870.1338889	482.0338889	1153.633889
EIF3L	5383.477222	5243.877222	7891.477222	2907.777222	3649.177222	4010.177222	3744.677222	3970.577222	4052.577222	3053.177222	4578.782222	4769.282222	4687.082222	4208.582222	4152.882222	4274.982222	3977.682222	3808.082222	4045.582222	3312.582222	4466.182222	4382.882222	5073.382222	4372.982222	4958.882222	4412.482222	4195.082222	3594.282222	4023.082222	3678.382222	4158.340556	4139.740556	4359.640556	4061.540556	4101.640556	4671.040556	3266.177222	3801.877222	4791.477222	5241.077222	4298.477222	3275.777222	5184.077222	3537.677222	3654.977222	4014.577222
DYNLL1	3620.237222	1481.737222	3768.437222	2922.337222	4479.637222	2277.337222	2977.837222	2479.337222	2955.137222	2722.537222	3520.972222	3003.372222	3712.172222	3219.472222	2450.472222	2916.772222	3265.672222	2710.772222	2753.072222	3131.572222	3195.672222	3631.972222	4273.372222	3993.572222	3468.172222	4024.172222	3430.572222	4006.372222	4035.072222	3049.872222	2634.090556	3475.590556	3984.990556	2938.490556	3358.190556	3946.590556	3921.737222	4377.837222	3130.537222	3609.037222	2821.237222	2630.837222	6768.637222	4031.537222	3780.437222	3036.737222
HEXA	428.0244444	1863.424444	180.7244444	-18.97555556	-177.2755556	1440.524444	4851.824444	2610.624444	2748.824444	1984.024444	1874.134444	1850.234444	1723.734444	1772.434444	1620.034444	1595.134444	1835.534444	1825.334444	1674.634444	1701.634444	1850.534444	1970.034444	2035.234444	1948.534444	1952.134444	1883.134444	1885.134444	2226.134444	2030.234444	2072.534444	2658.141111	1511.441111	1460.541111	1705.441111	2031.541111	1830.841111	1643.424444	2687.724444	2711.024444	2694.224444	890.0244444	2046.324444	1898.024444	2716.624444	1888.424444	2238.924444
C6orf48	1890.626667	1866.526667	3051.526667	1233.126667	764.6266667	2827.226667	1786.426667	1974.926667	1619.526667	1647.926667	3680.511667	2696.311667	2514.011667	2165.711667	2138.711667	1893.211667	2280.311667	1999.411667	2048.711667	2036.411667	2540.211667	2347.611667	3288.711667	2583.511667	2316.611667	3205.311667	2294.211667	2146.411667	2218.511667	2211.811667	2513.261667	2554.761667	2182.961667	2452.461667	2122.761667	2755.661667	2184.726667	2138.326667	3084.926667	5647.926667	3532.526667	1505.526667	4161.326667	3065.526667	2738.126667	1884.826667
GHITM	815.565	1615.665	1481.665	1486.965	1336.865	910.765	659.665	514.365	459.065	510.265	1885.37	1879.67	1621.17	1702.17	1687.17	2152.77	1658.37	1585.17	1793.07	1693.57	1623.97	1694.07	1709.67	1656.47	1753.37	1755.67	1593.27	1681.27	1617.47	1544.57	2067.665	1671.665	1543.865	1037.865	2018.065	1947.365	3078.065	1706.465	1561.365	2231.165	5451.965	1852.165	2026.365	3095.765	2734.965	759.165
IFI16	4359.976667	1599.576667	1808.576667	3715.476667	5265.876667	1186.476667	886.6766667	1237.676667	1181.276667	1577.676667	2868.246667	2180.046667	1918.646667	2065.246667	2168.546667	1750.746667	3004.646667	2029.846667	1858.646667	1799.646667	2479.946667	1934.546667	1649.046667	1929.646667	1920.246667	1863.046667	1998.046667	1629.546667	1658.346667	1683.846667	1548.876667	2667.476667	2332.576667	1649.576667	2250.176667	1668.476667	1552.776667	1190.176667	1897.976667	1491.276667	1503.376667	2074.776667	2154.476667	2184.076667	2135.876667	1386.476667
CSF1R	1396.161111	2473.561111	738.2611111	336.7611111	722.8611111	1555.061111	2028.561111	2719.961111	2739.661111	2562.161111	1827.626111	2127.226111	2079.926111	1823.526111	2023.526111	1897.526111	1793.426111	1832.426111	2165.926111	2082.726111	2262.526111	2677.626111	2196.126111	2545.226111	2619.126111	2906.826111	2474.426111	3103.926111	2529.026111	2512.226111	2304.612778	1710.212778	3668.212778	1301.712778	2981.712778	1677.812778	2257.461111	2344.161111	3658.261111	1714.461111	2683.361111	3071.961111	1248.061111	4149.061111	3199.461111	3881.661111
SERPINE2	634.4883333	1380.188333	639.4883333	3843.488333	832.0883333	192.9883333	192.9883333	271.7883333	407.5883333	902.9883333	913.2783333	710.3783333	632.1783333	842.8783333	1447.678333	653.9783333	4087.078333	1711.978333	1254.878333	667.2783333	997.8783333	699.1783333	602.3783333	666.3783333	659.8783333	644.4783333	874.8783333	709.5783333	661.1783333	653.2783333	899.5333333	740.8333333	652.9333333	1688.133333	1328.533333	717.2333333	1308.688333	1834.088333	311.0883333	481.9883333	544.3883333	2684.588333	642.1883333	800.5883333	1371.388333	813.5883333
